	x	y	time
7	13.89941771553207	325.78240046773965	5
8	430.7072202410202	157.66249238776854	5
9	124.53228716036278	4.400470449009538	5
0	73.85792014711727	154.9285273998498	6
1	381.9175036008053	83.3255150703986	6
2	25.59307833576784	257.98072529333047	6
3	497.8908576097469	130.3653499021718	6
4	200.79300413386642	176.7157286222468	6
5	318.3185387179528	48.5295938412926	6
6	470.39087461166486	352.6311910653781	6
7	17.780091683124542	323.5699139726392	6
8	442.41020292805865	165.874629932057	6
9	124.17448549892497	6.986934063263213	6
0	72.39315084793796	159.34580895123656	7
1	367.1743724875022	76.62950811598883	7
2	29.22987485116093	258.9902196982232	7
3	495.7727359063536	128.58054931930653	7
4	207.52284768344924	167.4002176095139	7
5	308.6322005976973	49.84103464320229	7
6	468.23912681894916	344.67166445293975	7
7	27.329065972518173	319.5581890803186	7
8	440.78650709264605	155.95868343733636	7
9	129.22867271456602	15.984552528529363	7
0	74.90091197091436	150.1756562619855	8
1	368.0681165410407	87.40205528970202	8
2	29.314346956691267	267.23098620726296	8
3	491.21337081259605	134.6800302495065	8
4	206.49500864983742	173.8979160893196	8
5	317.65416107986886	46.209310485909505	8
6	471.97042297366664	339.76437298331973	8
7	12.910925293541839	323.22214741649896	8
8	433.75034786670847	158.89218481256069	8
9	122.27077331131679	14.440259003453527	8
0	75.44259872689965	158.07019093169737	9
1	385.0255396114206	86.05662481619915	9
2	23.458456902011022	263.65264213345233	9
3	489.1979766294854	124.681212790068	9
4	203.4450356717195	165.1199223420914	9
5	315.13427022223357	53.65524289151771	9
6	466.82154149184277	350.3332796339426	9
7	18.35401036325356	325.43604318124613	9
8	429.3661899136195	176.06587786572933	9
9	122.59447389332381	24.766982538365536	9
0	70.95908291233877	153.53775664810888	10
1	384.1648140178983	77.91166613831504	10
2	36.2004703340071	283.5393330383896	10
3	498.7904384472161	137.11167115774552	10
4	208.83053768601556	166.11099735038772	10
5	322.8598295420783	55.38803502356399	10
6	470.97490249879087	339.0493473117529	10
7	16.69187203715485	315.2212858458798	10
8	444.2020314547015	176.03652926763456	10
9	127.40171173084516	19.64030534484369	10
0	72.04650842115387	163.7027272310845	11
1	378.6077944665597	75.98920338816338	11
2	28.58735033842111	270.3243816355106	11
3	491.77845342468027	128.4996992206878	11
4	212.94487529993776	176.56864622001245	11
5	316.53247319282275	47.69213758921302	11
6	481.543187586025	341.46356422885987	11
7	9.584814989506722	316.2906945998652	11
8	443.4356073008577	178.03943121270657	11
9	127.14229255698724	18.828690695109245	11
0	74.2026934305256	150.8143387015744	12
1	391.68911310351945	73.62968499203622	12
2	21.66750274591275	273.3997086323149	12
3	495.64915465302755	125.56091215924532	12
4	208.90729620088658	170.03102619671742	12
5	320.13187228745204	43.50085882980447	12
6	473.688492134138	346.2799875895517	12
7	14.835481213177488	327.4014175229108	12
8	448.3691668729475	176.37504477799686	12
9	111.6152210152079	27.89269675135257	12
10	101.81881894712855	485.6402248137278	12
0	80.24912218289023	161.6386940931148	13
1	374.3105843472956	84.2673324399695	13
2	19.410344547232036	275.57483606198605	13
3	487.40461249287824	130.604823673218	13
4	211.25831181710637	173.05499214365716	13
5	332.7828543521452	51.0336864105695	13
6	475.67268178657474	351.8835306109773	13
7	11.71456403705838	313.95173675527735	13
8	447.1598688217258	173.86216637931236	13
9	117.22609725593693	31.582872985493758	13
10	102.97910077980426	475.8344737162403	13
0	66.46701047682221	168.41466639935535	14
1	378.36990959459865	70.73895113361812	14
2	17.497374420573337	277.6718001170514	14
3	489.2920903143587	118.97680184689759	14
4	211.5747549882538	171.24831600895257	14
5	321.1295216755096	57.915499123618815	14
6	479.19523136934896	351.85350895632075	14
7	18.624919793245834	321.76356922707424	14
8	436.48315442165847	179.5307699373849	14
9	112.23719957131077	29.52035685491139	14
10	108.18985321398777	481.98074923149125	14
0	73.75669437293818	168.97982037213052	15
1	383.021065009611	68.2821802134807	15
2	17.489880563106485	271.5692217133588	15
3	493.6662968918548	126.16097295118435	15
4	211.806111145791	177.45046983230822	15
5	319.3406444127711	64.78985472721035	15
6	476.430285715863	349.3797084683275	15
7	9.340631245873336	325.19511489194645	15
8	443.4993556952569	173.72220964314795	15
9	117.00717173762499	37.19092017503977	15
10	102.36481532938623	492.86821861943537	15
0	68.79566175687215	156.7256130020798	16
1	383.7730851796904	67.86797928510695	16
2	18.39362263830393	286.2376109221173	16
3	487.9962733517191	130.89685779845752	16
4	220.1873752620806	181.8818167057309	16
5	328.8734486045299	58.33601066717429	16
6	470.2445852051563	345.3788292379895	16
7	13.540610101683288	331.49385783613275	16
8	436.7357066698364	177.86991884708118	16
9	119.42322502336327	36.33965850182515	16
10	112.1669892883282	481.26544145352364	16
0	81.13680004566088	162.4153246801067	17
1	378.4899509509167	77.47913961920922	17
2	26.698473265645838	277.24290724965607	17
3	479.3072122254456	129.2379519243709	17
4	218.02165758671262	179.57924577351378	17
5	312.0595087708481	57.68471187755317	17
6	483.9739123700921	342.2201071697769	17
7	9.988923365489606	332.8321537887569	17
8	438.82355692293015	169.9452901197202	17
9	121.62501664877085	30.73276716263939	17
10	112.43556660164337	477.48980629727055	17
0	90.92690748002636	168.55737759454146	18
1	377.34633533661173	72.10687278699825	18
2	11.833052097962621	278.82038022184133	18
3	486.13097262708294	119.6962904350599	18
4	222.97221354763678	170.7958204938644	18
5	326.9712440739096	56.57376446023281	18
6	492.3691475572123	337.2954903721302	18
7	5.5651226881728535	332.8134166728317	18
8	441.8068316380686	171.22119155222506	18
9	111.3588972533206	25.326028097542693	18
10	124.76449820377682	477.11385404658756	18
11	49.23817929312453	186.98947393327572	18
0	79.46694166252821	171.3932645840713	19
1	383.2144356067326	67.05913276872438	19
2	17.867445378503703	288.57437357395946	19
3	483.8937061990792	128.4701405156503	19
4	212.64060103707237	175.18133348234377	19
5	316.71330743476676	59.15786607643599	19
6	487.03257389822863	338.1463484793399	19
7	1.5032528750826475	343.62735194412954	19
8	447.8950002462434	173.202076056926	19
9	108.8694999080999	22.1071553361388	19
10	111.91640189410357	489.7696361290619	19
11	40.822736305954464	187.0945470872335	19
12	6.727982451978486	339.79033838496446	19
0	90.06600178384619	170.3871090623989	20
1	376.6521311436326	71.70344665351415	20
2	8.346157431588622	280.9720298209873	20
3	485.1140178917557	126.72629467070026	20
4	217.12577964063115	173.86763612416155	20
5	307.3899780139531	72.15263406959073	20
6	486.58499229986546	345.3052484171876	20
7	6.73945092752869	334.4091531560243	20
8	444.8647085143286	169.51618771092063	20
9	107.7424039442285	24.421382509807074	20
10	113.84416326596602	485.90422415494646	20
11	52.142094343873616	178.45334146498845	20
12	11.114451751608426	338.98689294909263	20
0	74.87134727734964	161.47631808167438	21
1	370.85868164324177	66.40602132998292	21
2	21.620169776497747	267.45007679563923	21
3	491.979648843566	122.48852220005226	21
4	216.3163994314104	175.70996985066319	21
5	310.20474554795453	65.9988008193827	21
6	479.66726533821145	351.9923210013665	21
7	9.539334447704737	347.09225517212127	21
8	447.2146626260216	172.1929083044526	21
9	106.15001088859603	17.192365996142506	21
10	122.82919450006057	471.09037417419	21
11	45.07489653708121	181.22258556837144	21
12	12.152515705521166	342.75327860385835	21
13	25.603611516747627	475.04418410136003	21
0	87.63774271095502	159.30347431516444	22
1	359.28553757456075	65.8934564408208	22
2	25.81416364996628	278.3107296460818	22
3	487.1753289660487	130.9006990735288	22
4	214.28151961004212	167.05394687711293	22
5	308.61743574709413	52.9383018129812	22
6	485.7845098223015	344.04315432288496	22
7	11.29028273702253	340.5015165037568	22
8	458.6618562967565	181.61095101584402	22
9	110.23422404541	17.771261414863403	22
10	126.03048334484565	473.5563951360837	22
11	48.86538592962323	187.1100639415438	22
12	8.2200427121942	344.45013440573433	22
13	29.224349694964438	478.1814475349059	22
0	78.6437503855431	162.40816965600024	23
1	357.22506589403514	68.67977325719393	23
2	19.509704816141994	268.6282751452448	23
3	484.04315825837216	137.7685394253612	23
4	204.03410949762207	160.7324574200719	23
5	316.06628782752153	52.86070411571723	23
6	489.91279217318885	341.1248262987034	23
7	3.6762689990544213	348.26924275904537	23
8	449.52967877022024	186.61126238413118	23
9	119.45959751247896	8.596629956691345	23
10	118.85935197166636	477.23404540492487	23
11	46.73669663640239	184.49443921207782	23
12	12.524057829051909	342.0956373210247	23
13	24.1147036640861	471.7177934900316	23
0	92.19885300002369	161.2090467134974	24
1	359.3027429371666	82.7401602834378	24
2	18.25130553613696	271.87491812201523	24
3	480.94418882741854	132.83034487359254	24
4	195.19001305340223	166.84286223943315	24
5	308.81705528067056	57.316662977532204	24
6	492.67949051625794	331.7987435642647	24
7	2.05992892848038	337.4685195774351	24
8	448.9082905756674	184.13574334821217	24
9	104.95098337594231	21.46651688046738	24
10	118.47213632084612	482.6351300964267	24
11	43.23410571985203	190.63123408561944	24
12	22.16045115390823	345.34853503814367	24
13	21.850117495712205	479.9442242190423	24
0	84.67558529181551	164.68759363668786	25
1	350.23332792853597	70.83495773602924	25
2	19.280454181577277	273.8019328739168	25
3	491.26566705384926	129.5407935287242	25
4	201.77388363325764	163.48325644414928	25
5	310.84599259397567	66.74241994850074	25
6	499.38694237981093	336.55636186850813	25
7	8.219559292078893	338.20617763851897	25
8	454.1936377118817	188.37069744105244	25
9	120.23146980964778	15.736415924899545	25
10	115.62840117674433	481.16691211771973	25
11	49.9059815749567	194.5661386695868	25
12	9.428819964181049	347.02264723728734	25
13	24.756769445289482	482.23584229520964	25
0	90.33472090577877	169.60674788768975	26
1	356.81999018300155	81.52735916843048	26
2	14.546676333247484	271.6790638690811	26
3	489.48697659589294	136.35901299136677	26
4	210.58198898162468	170.2824861439513	26
5	310.12500929379604	58.04224649003697	26
6	495.2076619769386	332.96414489394215	26
7	6.533340683622752	344.70691534100257	26
8	456.801102484245	192.16227343090864	26
9	115.85665140568113	28.198832664514743	26
10	110.68500567919422	486.96326105395275	26
11	48.99840719674438	194.72921391556596	26
12	16.29168772948711	338.24833376558837	26
13	27.695053361396518	489.31499664929163	26
0	90.4275977902721	169.30038067365157	27
1	365.2485445038732	81.10009816297647	27
2	24.113068358303	281.97884851559223	27
3	485.4845188272969	134.2997455255191	27
4	210.12921836766876	160.84695946496984	27
5	309.41043722452736	56.64735491613029	27
6	494.0541265010351	333.9475580705283	27
7	15.132009076904497	336.6760087922252	27
8	458.59528054947424	202.08139218658272	27
9	112.77334815383719	29.497421965616233	27
10	111.90841941694728	482.58801235171006	27
11	50.125535880845526	192.2844710143478	27
12	3.77457753598231	339.0612529084943	27
13	25.556740822694103	485.43734737536266	27
0	86.41115670285104	172.8122137969647	28
1	366.75466328676265	82.98724771410214	28
2	24.446285107794026	271.00119531496824	28
3	491.0954410553686	150.11128379840235	28
4	213.66195713946686	170.46487778579575	28
5	317.48792926613436	66.77567542390246	28
6	500.3459661446832	335.81222590693903	28
7	12.293843915985006	341.6522922839306	28
8	461.47937191850565	202.4533956108494	28
9	126.28419305821662	18.68779902360112	28
10	109.08839876970984	474.941331336688	28
11	39.78094697038241	189.32965700971548	28
12	9.966391923036607	340.8384423455745	28
13	24.915688917288414	481.5614607748197	28
0	79.53434291763242	163.85994225194355	29
1	363.01686606657046	77.81761336472718	29
2	28.547349349229087	272.15265446955215	29
3	480.42592896137234	137.57690717736529	29
4	215.65485934916066	162.05372071317112	29
5	324.1472431410042	64.89623896366406	29
6	496.17162946583295	335.7590827212296	29
7	8.791379296651062	344.38796954255145	29
8	455.2980976992119	210.83175846320918	29
9	124.9313516868002	26.04016007416581	29
10	114.19513607629436	467.02443721762853	29
11	43.050659125564216	190.02648245742515	29
12	41.08325709315105	182.03998056655155	29
13	12.58899566952199	348.89236312791695	29
14	32.70007227476024	468.7664257194537	29
0	90.11917184962232	176.7085671432229	30
1	362.59319887329355	78.19583430063298	30
2	22.37157394461923	274.77910965371916	30
3	478.3622940811626	141.9232842622855	30
4	217.89822805584762	177.07818980213108	30
5	320.3238372467197	68.50082081719931	30
6	503.4764007522798	329.19906892232757	30
7	11.19086360558655	356.12388980728036	30
8	453.7326301856159	200.78539121817914	30
9	119.72117197361791	22.05150064811734	30
10	107.52874252774134	478.0110686247467	30
11	37.494071207592555	181.04174133436692	30
12	40.45050409716375	174.27103636797756	30
13	17.285406257753756	349.09405428452413	30
14	31.080239840799578	492.80910499001806	30
0	85.91428596072348	167.52566709841003	31
1	372.0763355406246	77.14154990896944	31
2	30.578362449367905	287.7309142350387	31
3	491.10782946696935	136.7838576474367	31
4	212.7894499983638	178.32033333801354	31
5	326.99231175282864	66.75451617708552	31
6	504.57447048435614	335.6034182516029	31
7	3.3084845786810355	361.99510181766726	31
8	440.80698621694506	200.6415560695337	31
9	114.70199677917802	25.605700686399324	31
10	118.09125863339835	481.00104313299636	31
11	53.16428081114702	180.42161589098555	31
12	36.90680057126515	182.0255841788196	31
13	12.534543005793703	342.86594978695194	31
14	31.74322414734822	485.375048869649	31
0	85.31501339064089	164.43169583274187	32
1	373.90556746265054	71.0782526243686	32
2	30.879523527842768	273.2645568355115	32
3	485.35393138505447	145.74643832330446	32
4	203.15403823319733	168.0363695097885	32
5	320.3522552237952	57.610391602544006	32
6	491.6262390640976	322.75277618737994	32
7	1.1899760594022624	357.7393363432947	32
8	451.4725286659179	207.39396940203383	32
9	116.39007840187347	36.98974445158646	32
10	119.39758045737906	476.90253952807745	32
11	38.14189657539948	175.19165616909342	32
12	37.276041686729855	185.75060782384577	32
13	17.2318208330371	347.7247888933618	32
14	30.167500021557306	487.4424435684687	32
0	83.57296594981393	172.54086067959895	33
1	359.8535292082798	76.03283466879444	33
2	18.943950191291158	279.1829633926079	33
3	496.9176417301541	142.42759169200136	33
4	201.42100174576547	165.841879007203	33
5	333.38669652610844	56.99981767563785	33
6	489.55057231329874	332.0433522080001	33
7	22.7763826814329	358.1831737899278	33
8	454.3269748622792	200.40054584069026	33
9	120.94732813468771	30.42174023347824	33
10	126.47475069844626	471.9845493449523	33
11	40.07328823308447	172.9303592804016	33
12	35.198140170883214	188.32457713064014	33
13	17.636622240385083	345.10061770955383	33
14	24.854851013847824	485.97164327547995	33
0	85.77523006238575	169.19331122377739	34
1	366.50058845396416	68.402342926005	34
2	37.63918150319456	270.10165710390294	34
3	493.78829872712373	144.3783015214259	34
4	204.6774502235791	169.3656952136309	34
5	325.8697699043955	59.56487051170936	34
6	480.73705839071806	322.4531201423508	34
7	9.365749149915723	361.7880193357399	34
8	456.72992678156055	197.94083072439665	34
9	127.9072963665057	22.800185049042945	34
10	132.15414199767642	468.98367804666674	34
11	41.46985387976402	180.68508115782552	34
12	35.451140645017674	193.99857650972947	34
13	4.6082971516378475	340.7557751128993	34
14	23.005417180339713	492.53058296213794	34
0	86.81979077728103	173.69865048960833	35
1	360.2796046213278	70.76142969245505	35
2	31.31004198492961	281.80362842287394	35
3	485.55993199746604	136.2955638391665	35
4	210.93870537737996	155.2080728080496	35
5	339.3076605469363	61.34104726843042	35
6	478.03832054241883	341.3778503165773	35
7	12.45629851325187	362.46120218543507	35
8	456.12547524767854	199.02491728143877	35
9	116.41245318544111	27.316854983112947	35
10	130.4338033107806	472.78069177712285	35
11	37.33937159442737	192.95003121575064	35
12	34.82048512692993	193.4713056545029	35
13	9.171801370818308	335.451420770997	35
14	27.348907505787754	493.28433953573074	35
0	79.628314063571	172.31955699616893	36
1	345.714200734898	74.59468589788126	36
2	34.40996053612227	278.7822659661647	36
3	489.8958097804784	127.45608100797106	36
4	217.96909215065043	159.41295019980322	36
5	336.4439604909933	54.78463467213926	36
6	487.9255616917695	333.3400675796057	36
7	18.583593674076393	351.0325854008969	36
8	449.92036784912193	193.91351462204716	36
9	120.22282278030961	33.09164726877748	36
10	133.2591142053981	474.6730045839086	36
11	42.93541682851392	180.42807636412675	36
12	39.42511240329707	199.9101537263774	36
13	16.22549749945144	340.67418816882304	36
14	18.5514308820387	496.0270979270492	36
0	71.94168084088659	165.01002822439187	37
1	349.8558002021323	63.59389089418658	37
2	31.924361191326703	269.7551152363833	37
3	493.08875830659036	137.11216861902773	37
4	208.42552808529686	159.34323285607718	37
5	333.47488687469905	51.196389525476405	37
6	483.2540905194461	328.0554889606276	37
7	15.961770028189306	349.2195950924584	37
8	459.6858067370875	203.52382655362433	37
9	116.81743990418792	17.49140128215563	37
10	137.61803695532268	472.023752022918	37
11	35.43425841213517	186.4402330097165	37
12	37.99858292531889	195.006520746295	37
13	21.62916577481523	193.5471817573839	37
14	12.2864726404132	338.6917261910959	37
15	27.06912238137032	484.58337943626304	37
0	81.50870628876902	161.18604342708304	38
1	346.7980389150177	70.26385137487682	38
2	32.174447625970714	278.7232576345609	38
3	487.80396871763406	134.16346851817693	38
4	213.3486758951785	152.27174862589354	38
5	328.819064265775	53.43652423556308	38
6	480.12583590214484	324.62524591961613	38
7	7.475123445431949	348.23984370213685	38
8	458.9486241019714	209.60378245134302	38
9	122.98833212780754	12.431327198660043	38
10	137.2413968460302	485.4107709623924	38
11	40.4006609293339	191.19963317675874	38
12	46.22401475716449	196.40165222439683	38
13	19.24658288635308	195.61659470645964	38
14	17.183906824082257	337.409543826452	38
15	21.880608325078693	492.1173704191797	38
0	80.98866240453178	161.23396477783356	39
1	351.3271312217899	68.92322814029367	39
2	38.7880030369831	283.51526769777513	39
3	480.56234310916864	120.71424836131946	39
4	218.8494361225468	145.9386399929678	39
5	335.87269802533217	49.743596086575565	39
6	485.29753702241396	345.10450798515996	39
7	14.55845104400504	355.06733524912556	39
8	453.8834375619974	214.93167974116838	39
9	110.85213636422647	27.06599727718356	39
10	132.5211287126695	482.320804563058	39
11	37.30485989287709	189.646766871989	39
12	35.683535337661056	186.43879946475195	39
13	30.293667792817715	177.74492600416582	39
14	9.36463319265232	344.23870554843154	39
15	21.199159928430767	488.1015445550405	39
0	84.57615441159865	163.69231882694703	40
1	352.8423442820165	65.61367666804173	40
2	43.53960803192143	276.753587749241	40
3	476.39636380622477	133.20324158801506	40
4	222.03945278918428	159.89423716717866	40
5	334.9793313339807	47.092283410760956	40
6	485.9489891088542	341.6345228641948	40
7	-0.8249550590134103	355.1634294867667	40
8	457.2058580299839	221.374119871807	40
9	118.17604574041414	24.063423144511425	40
10	128.07134661723498	468.0147335982025	40
11	42.48595448681033	185.94251026349124	40
12	28.905065709311838	191.55277137324887	40
13	25.158226189312742	185.65768770156518	40
14	18.307202998697896	333.20234534300386	40
15	23.68524600501966	487.52008454471013	40
0	80.92899968334937	163.84163641890905	41
1	351.42656257360534	63.436502501264485	41
2	30.664718216179466	284.224109616008	41
3	476.33192051485247	129.75471750322475	41
4	218.774324009031	151.21963063123485	41
5	336.8584024179178	45.194218645537276	41
6	492.8312879879401	335.7696232707682	41
7	-4.935173002598729	342.3955349883937	41
8	451.1592260664376	222.80409458334537	41
9	119.02153878395843	16.765413601797736	41
10	123.44612940824285	481.9519921738911	41
11	42.940671164308974	179.52619889265821	41
12	37.11548165163956	199.58228131373053	41
13	20.037588628500014	186.58867247155314	41
14	6.784237222496859	328.9057996593448	41
15	17.45000900389853	493.6438664382693	41
0	73.08350971941117	173.51113723463536	42
1	360.669328116987	58.55679817872035	42
2	32.10206229839425	279.11388746623084	42
3	480.9888857048865	128.548482262985	42
4	213.43941398087804	146.9378540319455	42
5	335.23040504668677	53.71932856075869	42
6	479.83525872839203	341.1449854080639	42
7	-0.19890039489372557	340.3210432757735	42
8	461.02648584145254	214.0186529488748	42
9	125.82298827575184	10.565941615715648	42
10	134.35095416307678	460.00145362188283	42
11	41.35052352457404	189.8567462829676	42
12	41.678590786125845	204.5331431005204	42
13	21.98647950044251	183.38688574417486	42
14	2.512274054833868	341.1326091414943	42
15	7.42823653764113	490.08263285101157	42
0	75.05830550870931	166.58985837581702	43
1	358.9410696871115	66.25793925791258	43
2	14.102381745885623	274.4765648352577	43
3	486.99608266422064	132.04065883011816	43
4	210.853545855511	158.45071270345844	43
5	339.570454931543	46.34456375555779	43
6	472.87943202800983	336.0612192719862	43
7	-5.7867140332800275	355.2282775336627	43
8	452.5614955396527	214.9472212718335	43
9	120.38829975061425	17.10917840297844	43
10	133.9056781088241	468.7422785393324	43
11	41.31028972310923	181.82157830104856	43
12	32.05555155519774	203.8210809772256	43
13	27.73492052438517	185.38051962931073	43
14	4.191671076186101	344.81316259299626	43
15	20.29644733932734	491.19880373999973	43
0	72.1129991936629	167.65535287932838	44
1	351.298715153693	67.35703811928092	44
2	31.779797016232664	275.3111700937009	44
3	483.0529959511825	138.4953277290233	44
4	210.5571376584617	160.37480302380334	44
5	329.3653423127169	42.482926274863935	44
6	482.76750837102406	332.02466171706595	44
7	2.1966812604623853	344.71191218748606	44
8	443.27010613378945	231.6226019988047	44
9	127.31941032037827	21.585460770626568	44
10	138.443045652188	479.7193667045683	44
11	36.17231185717821	175.8340036226598	44
12	27.388184996168974	207.16102302034344	44
13	17.995100867037266	190.0220747596622	44
14	13.071497843647332	334.54727990756305	44
15	28.578041596383954	471.7590280494849	44
16	356.7641106147646	108.07417935669423	44
0	74.27304764905936	161.46204581295882	45
1	344.12809521008046	74.45218076595789	45
2	38.57292160846184	268.213653224534	45
3	494.1373114863488	135.0344204342533	45
4	211.86482532131674	150.6108207371781	45
5	343.0598765694543	48.06017399920329	45
6	474.5343563493103	332.90594132028986	45
7	-8.107671049966372	347.7395209822912	45
8	448.6165871476026	207.22877691364133	45
9	130.54871521656486	31.33788021441096	45
10	134.1149287837091	481.36765780142133	45
11	39.46333659980194	173.1797372367409	45
12	28.568000058611187	199.62854850336413	45
13	21.111666691957865	183.06170824695783	45
14	4.279486084129161	338.79065811141606	45
15	22.844587441343464	481.5211117596529	45
16	353.00944309202225	101.2451800985829	45
0	78.41954596439992	164.8591100704227	46
1	344.85881426824386	65.31584943269722	46
2	27.67213779076567	263.10925970327025	46
3	480.3918223593364	124.62303150686726	46
4	201.09371262745225	150.97489992523947	46
5	346.12781128711816	49.51829770789908	46
6	476.19597452590443	337.06325538930923	46
7	-0.37136455215304487	358.4288037013893	46
8	441.6534712973307	214.7916558542911	46
9	125.54859923184353	20.167101192709957	46
10	132.18336802137247	476.21505316388146	46
11	37.99703988342732	176.64883079556992	46
12	33.8474760263523	206.09173594027726	46
13	20.375036712612793	178.4783610438354	46
14	12.838825335101163	352.89077787659886	46
15	21.617545943952926	482.1119854561191	46
16	357.81867164170853	103.48672041359549	46
0	67.36359693948194	163.28744494563935	47
1	345.0166367750782	70.01959536027833	47
2	25.2605736700098	262.2192455639591	47
3	489.1467571414831	117.08453166489717	47
4	205.22960703432682	148.58460208408007	47
5	351.37649713674807	45.689851640668536	47
6	482.1164826118953	345.2486847322046	47
7	-13.26505308062793	364.89076211786494	47
8	442.98971100384426	204.61054889032675	47
9	118.7009123922265	22.498027617696625	47
10	127.27776057176344	470.2204525099726	47
11	41.737364475132495	171.18683208828074	47
12	39.08378004740164	200.62309060001124	47
13	23.953791192008353	197.19309590575233	47
14	11.799016197342093	332.94952434170466	47
15	30.860352413509194	481.9618850311805	47
16	354.3143525358779	101.34237525619199	47
0	69.76639844455849	171.0953567036056	48
1	361.7719899720621	61.43540412740019	48
2	26.42776376154822	266.2448690458078	48
3	486.08026026220136	128.30420203720868	48
4	200.3936140513619	158.9391569756648	48
5	347.7847833358056	48.5357181576751	48
6	477.29262894902996	343.10839053228705	48
7	-9.371381647266706	359.7728641229993	48
8	437.47666168675465	214.77405502051823	48
9	129.79135049073093	21.13658409339073	48
10	119.4385044170599	474.7332581650279	48
11	47.21609052267012	178.48947139420625	48
12	29.77940630635704	198.93098083199035	48
13	22.94450355061353	193.33194932446497	48
14	7.605470645842788	338.96513709323597	48
15	28.968743302905196	473.79130557751756	48
16	359.25601381428413	102.30855856691291	48
0	75.24637757191682	170.96218577426848	49
1	357.0538411136302	70.4891770675277	49
2	28.74377479851563	273.6983441823127	49
3	497.75739588118324	121.65678469519787	49
4	209.15857206921558	158.7985080074954	49
5	353.3289991788781	49.821956270083	49
6	471.96279583545686	345.2672445551314	49
7	-11.070785999211038	349.8038170933951	49
8	446.39568686709293	196.4857698185671	49
9	133.38608151084233	9.939139736690402	49
10	117.37659155367197	483.97166888072303	49
11	47.252565296024464	175.6869744686386	49
12	40.856261120637456	204.7236850296782	49
13	16.985008569818202	190.10177935030265	49
14	21.182217752786354	179.5677622367627	49
15	1.1973788931676452	328.5445480287918	49
16	27.43861095856372	480.31347538832006	49
17	348.4942405233352	109.2212548434683	49
